Fuel_Type,body_type,kms_driven,transmission_type,owner_No,manufacturer,model,Manufacture_year,price,Insurance Validity,Mileage,Engine,Max Power,Torque,Seats
Petrol,Sedan,50000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2017,2390000.0,Comprehensive,15.04,1991.0,183.0,300.0,5
Petrol,Hatchback,47231.0,Manual,2,Maruti,Maruti Alto K10,2017,296000.0,Comprehensive,24.39,998.0,65.71,89.0,5
Diesel,SUV,20500.0,Automatic,1,Toyota,Toyota Fortuner,2018,3090000.0,Comprehensive,12.9,2755.0,174.5,450.0,7
Diesel,SUV,89908.0,Manual,1,Maruti,Maruti Vitara Brezza,2018,607000.0,Third Party insurance,24.3,1248.0,88.5,200.0,5
Diesel,SUV,60000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2018,4000000.0,Comprehensive,17.9,2143.0,170.0,400.0,5
Diesel,SUV,34000.0,Automatic,1,BMW,BMW X1,2018,2750000.0,Comprehensive,20.68,1995.0,188.0,400.0,5
Petrol,Hatchback,30000.0,Manual,1,Toyota,Toyota Glanza,2022,740000.0,Third Party insurance,22.35,1197.0,88.5,113.0,5
Diesel,Hatchback,120000.0,Manual,1,Fiat,Fiat Punto,2013,114999.99999999999,Third Party insurance,20.3,1248.0,75.0,197.0,5
Petrol,Hatchback,99100.0,Manual,1,Hyundai,Hyundai i10,2010,167000.0,Third Party insurance,19.81,1086.0,68.05,99.04,5
Petrol,SUV,22000.0,Automatic,1,Jeep,Jeep Compass,2019,1475000.0,Comprehensive,16.0,1368.0,160.0,250.0,5
Diesel,SUV,22120.0,Automatic,1,BMW,BMW X1,2017,1995000.0,Third Party,20.68,1995.0,188.0,400.0,5
Petrol,MUV,4000.0,Automatic,1,Renault,Renault Triber,2023,835000.0,Comprehensive,18.2,999.0,71.01,96.0,7
Diesel,SUV,14800.0,Manual,1,Hyundai,Hyundai Venue,2021,1095000.0,Comprehensive,23.7,1493.0,98.6,240.26,5
Petrol,Sedan,8120.0,Automatic,1,Honda,Honda Civic,2020,1950000.0,Comprehensive,16.5,1799.0,139.46,174.0,5
Petrol,Hatchback,54650.0,Manual,1,Hyundai,Hyundai i20,2012,309000.0,Comprehensive,18.5,1197.0,82.85,113.7,5
Petrol,Hatchback,99343.0,Manual,1,Hyundai,Hyundai i10,2010,204999.99999999997,Comprehensive,19.81,1086.0,68.05,99.04,5
Diesel,SUV,22800.0,Manual,1,Jeep,Jeep Compass,2020,1698999.9999999998,Comprehensive,17.1,1956.0,170.0,350.0,5
Petrol,Hatchback,37961.0,Manual,2,Maruti,Maruti Wagon R,2014,303000.0,Comprehensive,20.51,998.0,67.04,90.0,5
Petrol,Hatchback,76751.0,Manual,2,Maruti,Maruti Alto K10,2016,264000.0,Third Party insurance,24.39,998.0,65.71,89.0,5
Petrol,SUV,24788.0,Automatic,1,MG,MG Astor,2021,1541000.0,Comprehensive,14.34,1349.0,138.08,220.0,5
Petrol,SUV,90000.0,Automatic,2,Mitsubishi,Mitsubishi Outlander,2010,400000.0,Third Party insurance,11.3,2360.0,170.0,226.0,5
Petrol,Hatchback,70036.0,Manual,1,Maruti,Maruti Alto K10,2017,308000.0,Comprehensive,24.39,998.0,65.71,89.0,5
Diesel,SUV,45500.0,Manual,2,Mahindra,Mahindra XUV500,2019,1000000.0,Comprehensive,16.0,2179.0,138.0,330.0,7
Petrol,SUV,16000.0,Automatic,1,Audi,Audi Q5,2022,5700000.0,Comprehensive,13.47,1984.0,245.59,370.0,5
Petrol,Hatchback,75000.0,Manual,1,Hyundai,Hyundai i20,2012,240000.0,Third Party insurance,17.0,1197.0,80.0,11.4,5
Petrol,Sedan,19000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2012,2450000.0,Third Party insurance,10.13,3498.0,364.9,345.0,5
Diesel,Hatchback,40000.0,Automatic,2,Mercedes-Benz,Mercedes-Benz A Class,2014,1290000.0,Comprehensive,20.0,2143.0,107.3,250.0,5
Petrol,Sedan,20000.0,Automatic,1,Jaguar,Jaguar XE,2019,3250000.0,Third Party insurance,13.5,1999.0,246.74,365.0,5
Petrol,Sedan,61000.0,Automatic,2,Honda,Honda City,2013,440000.00000000006,Comprehensive,15.6,1497.0,116.3,146.0,5
Diesel,MUV,126000.0,Manual,1,Toyota,Toyota Innova,2013,670000.0,Third Party insurance,12.99,2494.0,100.0,200.0,7
Petrol,Sedan,30000.0,Automatic,1,Maruti,Maruti Ciaz,2018,800000.0,Third Party insurance,19.12,1373.0,91.1,130.0,5
Petrol,MUV,77293.0,Manual,1,Maruti,Maruti Ertiga,2019,921000.0000000001,Third Party insurance,19.34,1462.0,103.0,138.0,7
Petrol,Sedan,110000.0,Manual,1,Maruti,Maruti Swift Dzire,2013,310000.0,Third Party insurance,19.1,1197.0,85.8,114.0,5
Petrol,Hatchback,25502.0,Manual,1,Maruti,Maruti Alto K10,2019,358000.0,Comprehensive,24.39,998.0,65.71,89.0,5
Petrol,Hatchback,57120.0,Automatic,1,Maruti,Maruti Celerio,2016,390000.0,Comprehensive,26.0,998.0,65.71,89.0,5
Diesel,MUV,97000.0,Automatic,1,Toyota,Toyota Innova Crysta,2016,1350000.0,Comprehensive,11.36,2755.0,171.5,360.0,8
Petrol,Hatchback,51868.0,Manual,1,Maruti,Maruti Wagon R,2017,345000.0,Third Party,20.51,998.0,67.04,90.0,5
Petrol,Hatchback,52725.0,Manual,1,Hyundai,Hyundai i10,2010,208000.0,Comprehensive,20.36,1197.0,78.9,111.8,5
Diesel,Hatchback,50000.0,Manual,1,Maruti,Maruti Swift,2014,320000.0,Third Party insurance,25.2,1248.0,74.0,190.0,5
Petrol,Hatchback,84929.0,Manual,1,Hyundai,Hyundai i10,2012,210000.0,Comprehensive,20.36,1197.0,78.9,111.7,5
Petrol,SUV,42000.0,Manual,1,Honda,Honda WR-V,2017,675000.0,Third Party insurance,17.5,1199.0,88.7,110.0,5
Petrol,MUV,21515.0,Automatic,1,Maruti,Maruti XL6,2019,1100000.0,Comprehensive,20.27,1462.0,101.65,136.8,6
Diesel,Sedan,50000.0,Automatic,2,Audi,Audi A6,2015,1200000.0,Third Party insurance,17.68,1968.0,174.33,380.0,5
Petrol,SUV,42000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,5200000.0,Comprehensive,12.74,1991.0,197.0,320.0,5
Petrol,Hatchback,53000.0,Manual,1,Tata,Tata Tiago,2019,440000.00000000006,Comprehensive,23.84,1199.0,84.0,114.0,5
Petrol,Hatchback,71000.0,Automatic,1,Maruti,Maruti Celerio,2016,385000.0,Third Party insurance,23.1,998.0,67.04,90.0,5
Petrol,Sedan,48000.0,Automatic,1,Honda,Honda Amaze,2019,720000.0,Comprehensive,18.1,1199.0,88.7,110.0,5
Petrol,Hatchback,56000.0,Manual,1,Maruti,Maruti Baleno,2018,540000.0,Comprehensive,21.4,1197.0,83.1,115.0,5
Diesel,SUV,60000.0,Manual,1,Maruti,Maruti Vitara Brezza,2018,825000.0,Third Party insurance,24.3,1248.0,88.5,200.0,5
Petrol,Hatchback,50000.0,Manual,1,Tata,Tata Altroz,2021,720000.0,Third Party insurance,19.33,1199.0,86.83,113.0,5
Cng,Hatchback,120000.0,Manual,1,Maruti,Maruti Wagon R,2016,229999.99999999997,Third Party insurance,26.6,998.0,58.16,77.0,5
Petrol,Hatchback,50000.0,Manual,2,Maruti,Maruti Ritz,2011,200000.0,Third Party insurance,18.5,1197.0,85.8,114.0,5
Cng,MUV,30000.0,Manual,1,Maruti,Maruti Ertiga,2022,1160000.0,Third Party insurance,26.11,1462.0,86.63,121.5,7
Petrol,Hatchback,3819.0,Manual,1,Maruti,Maruti Swift,2023,723000.0,Third Party,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,7825.0,Automatic,1,Hyundai,Hyundai i20,2020,806000.0,Zero Dep,19.65,1197.0,86.8,114.74,5
Petrol,Sedan,70000.0,Manual,2,Honda,Honda City,2016,700000.0,Third Party insurance,17.8,1497.0,117.3,145.0,5
Petrol,Hatchback,27436.0,Automatic,1,Maruti,Maruti Celerio,2019,507000.0,Zero Dep,23.1,998.0,67.04,90.0,5
Petrol,MUV,40673.0,Manual,1,Maruti,Maruti Ertiga,2013,499000.0,Comprehensive,16.02,1373.0,93.7,130.0,7
Diesel,Sedan,60000.0,Manual,1,Hyundai,Hyundai Verna,2022,1300000.0,Third Party insurance,25.0,1493.0,113.45,250.0,5
Petrol,Hatchback,33100.0,Automatic,1,Maruti,Maruti Swift,2018,639000.0,Third Party insurance,22.56,1197.0,88.5,113.0,5
Petrol,Sedan,80000.0,Manual,2,Maruti,Maruti SX4,2009,130000.0,Third Party insurance,15.0,1586.0,104.68,145.0,5
Petrol,Hatchback,57929.0,Manual,1,Maruti,Maruti Alto K10,2019,331000.0,Zero Dep,24.39,998.0,65.71,89.0,5
Petrol,Hatchback,8500.0,Manual,1,Hyundai,Hyundai i20,2022,790000.0,Comprehensive,21.0,1197.0,81.8,114.74,5
Petrol,Sedan,60000.0,Manual,1,Honda,Honda City,2011,376000.0,Third Party insurance,17.0,1497.0,118.0,146.0,5
Diesel,Sedan,40000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2650000.0,Third Party insurance,17.9,2143.0,136.0,300.0,5
Petrol,Hatchback,120000.0,Manual,2,Maruti,Maruti Swift,2013,310000.0,Third Party insurance,18.6,1197.0,85.8,114.0,5
Diesel,Sedan,40000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2650000.0,Third Party insurance,17.9,2143.0,136.0,300.0,5
Petrol,SUV,76000.0,Automatic,1,Mitsubishi,Mitsubishi Outlander,2011,570000.0,Comprehensive,11.3,2360.0,170.0,226.0,5
Cng,MUV,35000.0,Manual,1,Maruti,Maruti Ertiga,2021,1065000.0,Comprehensive,26.08,1462.0,91.19,122.0,7
Petrol,Sedan,19681.0,Manual,1,Honda,Honda City,2015,570000.0,Third Party insurance,17.4,1497.0,117.3,145.0,5
Petrol,Sedan,68866.0,Manual,2,Ford,Ford Fiesta Classic,2012,150000.0,Third Party insurance,14.09,1596.0,99.6,146.0,5
Diesel,SUV,100000.0,Manual,2,Maruti,Maruti Vitara Brezza,2018,690000.0,Third Party insurance,24.3,1248.0,88.5,200.0,5
Petrol,Sedan,70000.0,Automatic,2,Maruti,Maruti Ciaz,2016,550000.0,Third Party insurance,19.12,1373.0,91.1,130.0,5
Petrol,Hatchback,53338.0,Automatic,1,Maruti,Maruti Celerio,2016,419000.00000000006,Comprehensive,26.0,998.0,65.71,89.0,5
Petrol,Sedan,41558.0,Manual,1,Honda,Honda Amaze,2017,505999.99999999994,Third Party,17.8,1198.0,86.7,109.0,5
Petrol,Hatchback,10000.0,Manual,2,Maruti,Maruti Alto,2011,130000.0,Third Party insurance,19.7,796.0,46.3,62.0,5
Petrol,Hatchback,25403.0,Manual,2,Maruti,Maruti Baleno,2017,528000.0,Comprehensive,21.4,1197.0,83.1,115.0,5
Petrol,Sedan,52800.0,Manual,1,Honda,Honda City,2014,608000.0,Third Party,17.4,1497.0,117.3,145.0,5
Diesel,MUV,60000.0,Manual,1,Toyota,Toyota Innova Crysta,2019,1750000.0,Third Party insurance,13.68,2393.0,147.51,343.0,7
Petrol,Hatchback,92543.0,Manual,1,Maruti,Maruti Swift,2012,300000.0,Comprehensive,22.0,1197.0,81.8,113.0,5
Diesel,Sedan,28000.0,Automatic,1,Audi,Audi A6,2015,1500000.0,Comprehensive,17.68,1968.0,174.33,380.0,5
Petrol,Hatchback,95525.0,Manual,2,Hyundai,Hyundai i10,2011,178000.0,Comprehensive,20.36,1197.0,78.9,111.7,5
Diesel,SUV,3200.0,Manual,1,Kia,Kia Seltos,2020,1325000.0,Comprehensive,20.8,1493.0,113.43,250.0,5
Petrol,MUV,9000.0,Automatic,1,Toyota,Toyota Innova Crysta,2022,2600000.0,Comprehensive,8.0,2694.0,163.6,245.0,7
Diesel,SUV,31000.0,Automatic,1,Jeep,Jeep Compass,2022,3100000.0,Comprehensive,14.9,1956.0,167.67,350.0,5
Petrol,SUV,23000.0,Manual,1,Maruti,Maruti Brezza,2022,944999.9999999999,Comprehensive,17.38,1462.0,101.65,136.8,5
Petrol,Hatchback,2700.0,Manual,1,Maruti,Maruti Swift,2023,700000.0,Comprehensive,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,30000.0,Manual,1,Hyundai,Hyundai Grand i10,2015,399000.0,Comprehensive,18.9,1197.0,82.0,114.0,5
Petrol,SUV,130000.0,Automatic,2,Ford,Ford Ecosport,2017,556000.0,Third Party insurance,14.8,1497.0,121.36,150.0,5
Diesel,SUV,60000.0,Manual,1,Mahindra,Mahindra XUV500,2016,894999.9999999999,Third Party insurance,16.0,1997.0,140.0,320.0,7
Petrol,Hatchback,12400.0,Manual,2,Chevrolet,Chevrolet Spark,2009,89999.0,Comprehensive,18.0,995.0,62.0,90.3,5
Diesel,Hatchback,79000.0,Manual,2,Volkswagen,Volkswagen Polo,2014,333000.0,Third Party,20.14,1498.0,88.8,230.0,5
Petrol,Sedan,32000.0,Automatic,3,Honda,Honda Civic,2020,1400000.0,Comprehensive,16.5,1799.0,139.46,174.0,5
Petrol,Hatchback,39368.0,Manual,1,Volkswagen,Volkswagen Polo,2011,324000.0,Comprehensive,16.47,1198.0,73.9,110.0,5
Petrol,Hatchback,49597.0,Manual,1,Hyundai,Hyundai i20,2013,359000.0,Comprehensive,18.5,1197.0,82.9,113.8,5
Petrol,Sedan,70000.0,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2011,950000.0,Comprehensive,12.3,1796.0,185.0,285.0,5
Petrol,Hatchback,34174.0,Automatic,1,Maruti,Maruti Alto K10,2016,348000.0,Comprehensive,23.95,998.0,67.05,90.0,5
Petrol,Hatchback,11171.0,Manual,1,Maruti,Maruti Ignis,2021,532000.0,Zero Dep,20.89,1197.0,81.8,113.0,5
Diesel,SUV,68000.0,Automatic,1,Audi,Audi Q7,2014,1925000.0,Third Party insurance,12.07,2967.0,241.4,550.0,7
Petrol,Sedan,62545.0,Manual,1,Honda,Honda City,2010,227999.99999999997,Third Party,17.0,1497.0,118.0,146.0,5
Petrol,Hatchback,94480.0,Manual,1,Maruti,Maruti Wagon R,2016,295000.0,Comprehensive,21.79,998.0,67.05,90.0,5
Petrol,Hatchback,19299.0,Manual,1,Maruti,Maruti Alto 800,2017,297000.0,Comprehensive,22.05,796.0,47.33,69.0,5
Petrol,Sedan,60000.0,Manual,1,Honda,Honda City,2010,350000.0,Third Party insurance,17.0,1497.0,118.0,146.0,5
Diesel,SUV,34000.0,Automatic,2,Hyundai,Hyundai Creta,2017,1000000.0,Third Party insurance,17.01,1582.0,126.2,259.9,5
Petrol,Hatchback,30000.0,Manual,1,Tata,Tata Tiago,2020,360000.0,Third Party insurance,19.01,1199.0,84.82,113.0,5
Diesel,SUV,55000.0,Automatic,1,Audi,Audi Q5,2017,1850000.0,Third Party insurance,14.16,1968.0,174.3,380.0,5
Petrol,Sedan,120000.0,Automatic,1,Maruti,Maruti Swift Dzire,2020,580000.0,Third Party insurance,21.21,1197.0,81.8,113.0,5
Petrol,SUV,70000.0,Manual,2,Ford,Ford Ecosport,2017,650000.0,Third Party insurance,15.85,1499.0,110.4,140.0,5
Petrol,SUV,40000.0,Automatic,2,MG,MG Hector,2019,1430000.0,Third Party insurance,13.96,1451.0,141.0,250.0,5
Diesel,Sedan,120000.0,Automatic,2,Hyundai,Hyundai Verna,2014,415000.00000000006,Third Party insurance,19.08,1582.0,126.32,259.8,5
Petrol,Hatchback,70000.0,Manual,2,Hyundai,Hyundai i10,2009,95000.0,Third Party insurance,20.36,1197.0,78.9,111.7,5
Petrol,SUV,1500.0,Automatic,1,Maruti,Maruti FRONX,2023,1250000.0,Comprehensive,20.01,998.0,98.69,147.6,5
Petrol,SUV,30000.0,Automatic,1,MG,MG Hector,2020,1600000.0,Third Party insurance,13.96,1451.0,141.0,250.0,5
Petrol,Sedan,53464.0,Automatic,1,Honda,Honda City,2016,661000.0,Comprehensive,18.0,1497.0,117.3,145.0,5
Petrol,Hatchback,43216.0,Manual,2,Hyundai,Hyundai Grand i10,2016,398000.0,Third Party insurance,18.9,1197.0,82.0,114.0,5
Diesel,SUV,70000.0,Manual,1,Tata,Tata Safari Storme,2014,350000.0,Third Party insurance,14.0,2179.0,138.1,320.0,7
Cng,Hatchback,16372.0,Manual,1,Tata,Tata Tiago,2022,700000.0,Third Party,26.49,1199.0,72.0,95.0,5
Petrol,Hatchback,14515.0,Manual,1,Hyundai,Hyundai Grand i10,2018,457000.0,Third Party,18.9,1197.0,81.86,113.75,5
Petrol,Sedan,30000.0,Automatic,1,Hyundai,Hyundai Verna,2019,1000000.0,Third Party insurance,17.0,1591.0,121.3,151.0,5
Petrol,Hatchback,85617.0,Manual,1,Maruti,Maruti Swift,2012,295000.0,Third Party,18.6,1197.0,85.8,114.0,5
Diesel,SUV,70000.0,Automatic,1,MG,MG Gloster,2021,3450000.0,Third Party insurance,12.4,1996.0,215.01,480.0,6
Petrol,Hatchback,76605.0,Manual,1,Maruti,Maruti Wagon R,2010,196000.0,Comprehensive,18.9,998.0,67.1,90.0,5
Petrol,SUV,20000.0,Manual,2,Kia,Kia Seltos,2021,925000.0,Third Party insurance,16.8,1497.0,113.43,144.0,5
Petrol,SUV,10000.0,Manual,1,Kia,Kia Sonet,2022,1100000.0,Third Party insurance,18.2,998.0,118.36,172.0,5
Diesel,Hatchback,70000.0,Manual,1,Chevrolet,Chevrolet Beat,2015,110000.00000000001,Third Party insurance,25.44,936.0,56.3,142.5,5
Diesel,Hatchback,80000.0,Manual,3,Hyundai,Hyundai Grand i10,2017,380000.0,Third Party insurance,24.0,1186.0,73.97,190.24,5
Petrol,Hatchback,55000.0,Manual,1,Maruti,Maruti Swift,2017,434999.99999999994,Comprehensive,20.4,1197.0,81.8,113.0,5
Petrol,SUV,20000.0,Manual,2,Kia,Kia Seltos,2021,925000.0,Third Party insurance,16.8,1497.0,113.43,144.0,5
Diesel,SUV,35000.0,Automatic,0,Land Rover,Land Rover Range Rover Sport,2018,10300000.0,Third Party insurance,12.65,2993.0,255.0,600.0,5
Petrol,Hatchback,22000.0,Automatic,2,Mini,Mini Cooper,2014,2000000.0,Comprehensive,13.6,1598.0,181.0,240.0,4
Petrol,Sedan,26000.0,Automatic,1,Honda,Honda Amaze,2019,740000.0,Third Party insurance,19.0,1199.0,88.76,110.0,5
Petrol,Hatchback,21387.0,Manual,1,Maruti,Maruti Alto 800,2018,308000.0,Third Party insurance,22.05,796.0,47.33,69.0,5
Petrol,Hatchback,64568.0,Manual,1,Maruti,Maruti Swift,2018,509000.0,Comprehensive,22.38,1197.0,88.5,113.0,5
Petrol,SUV,25000.0,Automatic,1,Volkswagen,Volkswagen Taigun,2022,1725000.0,Zero Dep,18.41,999.0,113.98,178.0,5
Petrol,Hatchback,73568.0,Manual,1,Maruti,Maruti Swift,2012,305000.0,Comprehensive,22.38,1197.0,88.5,113.0,5
Petrol,Hatchback,87755.0,Manual,1,Maruti,Maruti Swift,2014,349000.0,Comprehensive,22.0,1197.0,81.8,113.0,5
Diesel,SUV,34000.0,Automatic,1,Jeep,Jeep Compass,2021,1920000.0,Comprehensive,17.1,1956.0,173.0,350.0,5
Petrol,Hatchback,25319.0,Automatic,1,Hyundai,Hyundai i20 N Line,2021,901000.0,Zero Dep,20.25,998.0,118.41,172.0,5
Petrol,SUV,11000.0,Manual,1,Mahindra,Mahindra Thar,2022,1575000.0,Third Party,15.2,1997.0,150.0,300.0,4
Petrol,Hatchback,23051.0,Automatic,1,Maruti,Maruti Ignis,2020,651000.0,Comprehensive,20.89,1197.0,81.8,113.0,5
Petrol,Hatchback,80000.0,Manual,3,Maruti,Maruti Swift,2012,300000.0,Third Party insurance,18.6,1197.0,85.8,114.0,5
Petrol,Hatchback,20000.0,Manual,1,Hyundai,Hyundai Santro,2021,530000.0,Third Party insurance,20.3,1086.0,68.05,99.0,5
Diesel,MUV,70123.0,Manual,1,Toyota,Toyota Innova Crysta,2018,1575000.0,Comprehensive,13.68,2393.0,147.51,343.0,8
Petrol,Sedan,71156.0,Automatic,1,Honda,Honda City,2016,735000.0,Comprehensive,18.0,1497.0,117.3,145.0,5
Petrol,Hatchback,10000.0,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,701000.0,Third Party insurance,20.7,1197.0,81.86,113.8,5
Diesel,MUV,80000.0,Manual,1,Maruti,Maruti Ertiga,2015,550000.0,Third Party insurance,20.77,1248.0,88.76,200.0,7
Petrol,Sedan,30000.0,Manual,1,Fiat,Fiat Linea,2009,120000.0,Third Party insurance,14.6,1368.0,88.7,115.0,5
Petrol,Hatchback,36000.0,Automatic,1,Honda,Honda Brio,2017,490000.00000000006,Third Party insurance,16.5,1198.0,86.8,109.0,5
Petrol,Hatchback,50000.0,Manual,3,Renault,Renault KWID,2017,204999.99999999997,Third Party insurance,25.17,799.0,53.3,72.0,5
Diesel,SUV,30211.0,Manual,1,Mahindra,Mahindra XUV300,2022,1013000.0000000001,Zero Dep,20.0,1497.0,115.0,300.0,5
Petrol,Sedan,40000.0,Manual,1,Honda,Honda Amaze,2019,615000.0,Third Party insurance,19.5,1199.0,88.76,110.0,5
Petrol,Hatchback,72368.0,Manual,2,Maruti,Maruti Baleno,2016,433000.0,Comprehensive,21.4,1197.0,83.1,115.0,5
Diesel,SUV,51260.0,Manual,2,Honda,Honda WR-V,2018,607000.0,Third Party,25.5,1498.0,98.6,200.0,5
Petrol,Hatchback,30000.0,Manual,2,Honda,Honda Brio,2013,310000.0,Third Party insurance,19.4,1198.0,86.8,109.0,5
Petrol,Hatchback,79166.0,Manual,1,Hyundai,Hyundai i20,2018,564000.0,Comprehensive,18.6,1197.0,81.83,114.7,5
Diesel,Sedan,120000.0,Automatic,2,BMW,BMW 3 Series GT,2016,1500000.0,Third Party insurance,21.76,1995.0,188.0,400.0,5
Petrol,MUV,10512.0,Manual,1,Datsun,Datsun GO Plus,2021,524000.0,Third Party,19.02,1198.0,67.05,104.0,7
Diesel,Sedan,110000.0,Automatic,2,BMW,BMW 3 Series GT,2016,1500000.0,Third Party insurance,21.76,1995.0,188.0,400.0,5
Petrol,Hatchback,70000.0,Manual,2,Honda,Honda Jazz,2015,345000.0,Third Party insurance,18.7,1199.0,88.7,110.0,5
Petrol,SUV,30000.0,Manual,1,Hyundai,Hyundai Creta,2017,690000.0,Third Party insurance,15.29,1591.0,121.3,151.0,5
Petrol,Hatchback,50000.0,Manual,1,Tata,Tata Altroz,2021,730000.0,Third Party insurance,19.33,1199.0,86.83,113.0,5
Diesel,SUV,100000.0,Manual,1,Ford,Ford Ecosport,2017,540000.0,Third Party insurance,23.0,1498.0,98.96,205.0,5
Petrol,Hatchback,40000.0,Manual,1,Hyundai,Hyundai EON,2014,210000.0,Third Party insurance,21.1,814.0,55.2,74.5,5
Diesel,SUV,74000.0,Manual,1,Hyundai,Hyundai Creta,2018,935000.0,Third Party,22.1,1396.0,88.7,219.7,5
Diesel,Sedan,60000.0,Manual,1,Ford,Ford Aspire,2015,380000.0,Third Party insurance,25.83,1498.0,99.0,215.0,5
Diesel,SUV,120000.0,Manual,1,Tata,Tata Harrier,2019,1450000.0,Third Party insurance,17.0,1956.0,138.1,350.0,5
Petrol,Hatchback,9545.0,Manual,1,Hyundai,Hyundai i10,2011,200000.0,Third Party insurance,20.36,1197.0,78.9,111.7,5
Petrol,SUV,36002.0,Manual,1,Ford,Ford Ecosport,2018,791000.0,Comprehensive,17.0,1497.0,121.31,150.0,5
Petrol,Hatchback,30854.0,Automatic,2,Maruti,Maruti Baleno,2021,779000.0,Comprehensive,19.56,1197.0,81.8,113.0,5
Diesel,Sedan,45000.0,Manual,1,Maruti,Maruti Swift Dzire,2018,650000.0,Comprehensive,28.4,1248.0,74.02,190.0,5
Petrol,Hatchback,52654.0,Manual,1,Maruti,Maruti Swift,2019,482000.0,Third Party insurance,22.38,1197.0,88.5,113.0,5
Cng,Hatchback,34151.0,Manual,1,Hyundai,Hyundai Santro,2019,562000.0,Comprehensive,30.48,1086.0,58.0,84.33,5
Petrol,Hatchback,29000.0,Manual,1,Renault,Renault KWID,2017,310000.0,Comprehensive,23.01,999.0,67.0,91.0,5
Petrol,Sedan,31873.0,Manual,1,Honda,Honda City,2019,892000.0,Comprehensive,17.4,1497.0,117.6,145.0,5
Petrol,Sedan,24000.0,Manual,1,Hyundai,Hyundai Verna,2015,530000.0,Third Party insurance,17.01,1591.0,121.3,154.9,5
Petrol,Hatchback,52129.0,Manual,1,Maruti,Maruti Baleno,2016,549000.0,Comprehensive,21.4,1197.0,83.1,115.0,5
Petrol,Sedan,82000.0,Manual,2,Honda,Honda City,2009,235000.0,Third Party insurance,17.0,1497.0,118.0,146.0,5
Petrol,Sedan,64000.0,Manual,1,Maruti,Maruti Ciaz,2015,595000.0,Third Party insurance,20.73,1373.0,91.1,130.0,5
Diesel,SUV,75000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz GL-Class,2016,3850000.0,Comprehensive,11.3,2987.0,254.8,619.0,7
Petrol,MUV,50000.0,Manual,1,Renault,Renault Triber,2020,586000.0,Comprehensive,20.0,999.0,72.0,96.0,7
Diesel,SUV,63000.0,Automatic,1,BMW,BMW X1,2018,2025000.0,Comprehensive,20.68,1995.0,188.0,400.0,5
Petrol,Hatchback,63000.0,Automatic,1,Maruti,Maruti Celerio,2014,385000.0,Third Party insurance,23.1,998.0,67.04,90.0,5
Diesel,SUV,79000.0,Manual,1,Tata,Tata Safari Storme,2014,545000.0,Third Party insurance,14.0,2179.0,138.1,320.0,7
Petrol,Hatchback,64000.0,Manual,1,Honda,Honda Brio,2012,295000.0,Third Party,19.4,1198.0,86.8,109.0,5
Diesel,Sedan,28000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,3950000.0,Comprehensive,16.1,1950.0,191.7,400.0,5
Petrol,Hatchback,6624.0,Manual,1,Renault,Renault KWID,2022,488999.99999999994,Third Party insurance,21.46,999.0,67.06,91.0,5
Petrol,Sedan,48077.0,Manual,2,Honda,Honda Amaze,2013,326000.0,Third Party insurance,18.0,1198.0,86.7,109.0,5
Diesel,Sedan,36000.0,Automatic,1,Audi,Audi A4,2016,1549000.0,Comprehensive,18.25,1968.0,187.74,400.0,5
Petrol,Hatchback,71355.0,Manual,1,Hyundai,Hyundai i20,2016,547000.0,Third Party insurance,18.6,1197.0,81.83,114.7,5
Petrol,Hatchback,76282.0,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2019,614000.0,Comprehensive,20.7,1197.0,81.86,113.8,5
Diesel,Sedan,40000.0,Automatic,2,Jaguar,Jaguar XJ,2018,5300000.0,Comprehensive,14.47,2993.0,301.73,689.0,5
Petrol,Hatchback,25091.0,Manual,1,Hyundai,Hyundai Grand i10,2017,445000.0,Comprehensive,18.9,1197.0,81.86,113.75,5
Diesel,Sedan,80000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2200000.0,Comprehensive,17.9,2143.0,136.0,300.0,5
Petrol,Hatchback,42857.0,Manual,1,Hyundai,Hyundai i10,2013,285000.0,Comprehensive,20.36,1197.0,78.9,111.8,5
Diesel,SUV,70000.0,Manual,1,Mahindra,Mahindra TUV 300,2017,600000.0,Third Party insurance,18.49,1493.0,100.0,240.0,7
Diesel,Sedan,96000.0,Automatic,1,BMW,BMW 5 Series,2016,2350000.0,Comprehensive,18.12,1995.0,190.0,400.0,5
Diesel,Sedan,33000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2850000.0,Third Party insurance,17.9,2143.0,136.0,300.0,5
